ajenar	ajeno
combinar	combino
coronar	corono
desrizar	desrizo
masajear	masajeo
gravar	gravo
anestesiar	anestesio
prefijar	prefijo
incordiar	incordio
jaquear	jaqueo
estañar	estaño
atildar	atildo
urbanizar	urbanizo
transparentar	transparento
exentar	exento
destajar	destajo
recomenzar	recomienzo
uniformar	uniformo
sanar	sano
cuajar	cuajo
bracear	braceo
robar	robo
apelotonar	apelotono
desorejar	desorejo
cabriolar	cabriolo
encaperuzar	encaperuzo
criopreservar	criopreservo
chufar	chufo
amansar	amanso
rodar	ruedo
supervivir	supervivo
verdecer	verdezco
divagar	divago
acachetear	acacheteo
parchar	parcho
desteñir	destiño
incensar	incienso
desapasionar	desapasiono
ulular	ululo
broncear	bronceo
reinvertir	reinvierto
adulterar	adultero
enlistar	enlisto
presidiar	presidio
cortocircuitar	cortocircuito
desorbitar	desorbito
reiterar	reitero
ciclar	ciclo
muestrear	muestreo
parlar	parlo
aserrar	asierro
manchar	mancho
azarar	azaro
empalar	empalo
personalizar	personalizo
sopesar	sopeso
depredar	depredo
naufragar	naufrago
mezclar	mezclo
latinar	latino
circuncidar	circuncido
contusionar	contusiono
amar	amo
abombar	abombo
travestir	travesto
conseguir	consigo
multar	multo
desembarazar	desembarazo
cotorrear	cotorreo
pulular	pululo
vedar	vedo
restallar	restallo
autoincluir	autoincluyo
mantear	manteo
rasurar	rasuro
objetar	objeto
educir	eduzco
fosforilar	fosforilo
mondar	mondo
enrielar	enrielo
insidiar	insidio
prestigiar	prestigio
embalsar	embalso
desacostumbrar	desacostumbro
desenterrar	desentierro
intimidar	intimido
tolerar	tolero
amputar	amputo
seleccionar	selecciono
puntuar	puntúo
fosforecer	fosforezco
subastar	subasto
octavar	octavo
anadear	anadeo
botanizar	botanizo
exhibir	exhibo
añejar	añejo
permanecer	permanezco
secundar	secundo
adornar	adorno
apegar	apego
hojear	hojeo
impugnar	impugno
olisquear	olisqueo
escudillar	escudillo
acorralar	acorralo
serviciar	servicio
rehogar	rehogo
reinscribir	reinscribo
campar	campo
desesperar	desespero
esconder	escondo
desembotar	desemboto
enlentecer	enlentezco
alquitranar	alquitrano
ronronear	ronroneo
reacoplar	reacoplo
trocar	trueco
repantigar	repantigo
disfrazar	disfrazo
sudar	sudo
positivizar	positivizo
expedir	expido
vomitar	vomito
erradicar	erradico
adular	adulo
aturullar	aturullo
petar	peto
interesar	intereso
rebajar	rebajo
acuchillar	acuchillo
transbordar	transbordo
reformular	reformulo
desayunar	desayuno
volar	vuelo
ridiculizar	ridiculizo
interiorizar	interiorizo
derrapar	derrapo
cesar	ceso
llorar	lloro
descaderar	descadero
arremeter	arremeto
retar	reto
cursar	curso
mecer	mezo
prenegociar	prenegocio
jinetear	jineteo
confligir	conflijo
teletransportar	teletransporto
cuchichear	cuchicheo
desbocar	desboco
consentir	consiento
malignar	maligno
chulear	chuleo
acallar	acallo
exagerar	exagero
reexaminar	reexamino
tonificar	tonifico
emperrar	emperro
rejuvenecer	rejuvenezco
desparasitar	desparasito
controvertir	controvierto
ejercitar	ejercito
retumbar	retumbo
esgrimir	esgrimo
acicular	aciculo
rancar	ranco
agachar	agacho
pensionar	pensiono
reaparecer	reaparezco
atufar	atufo
enranciar	enrancio
comulgar	comulgo
constreñir	constriño
enrutar	enruto
cortar	corto
envejecer	envejezco
castizar	castizo
sortear	sorteo
ahuecar	ahueco
colindar	colindo
vituperar	vitupero
formatear	formateo
costear	costeo
abollar	abollo
cachear	cacheo
anonadar	anonado
deducir	deduzco
apuntalar	apuntalo
sobreseer	sobreseo
atañer	ataño
ordenar	ordeno
aguijonear	aguijoneo
costurar	costuro
desairar	desairo
surgir	surjo
arramplar	arramplo
elogiar	elogio
descolocar	descoloco
asechar	asecho
instalar	instalo
denostar	denuesto
amañar	amaño
estribar	estribo
punzar	punzo
acopiar	acopio
inhabilitar	inhabilito
ahogar	ahogo
definir	defino
entrometer	entrometo
descerebrar	descerebro
ubicar	ubico
desnutrir	desnutro
venenciar	venencio
despejar	despejo
desmochar	desmocho
manosear	manoseo
reducir	reduzco
desencarnar	desencarno
fallecer	fallezco
desestructurar	desestructuro
transplantar	transplanto
ablandar	ablando
trapichear	trapicheo
ministrar	ministro
asociar	asocio
rasar	raso
filosofear	filosofeo
acerrojar	acerrojo
aposentar	aposento
baquiar	baquío
cavilar	cavilo
universalizar	universalizo
liquidar	liquido
embrujar	embrujo
campanillear	campanilleo
complejizar	complejizo
abreviar	abrevio
repreguntar	repregunto
desapalancar	desapalanco
expandir	expando
denunciar	denuncio
carretear	carreteo
cebar	cebo
devanar	devano
desalojar	desalojo
silenciar	silencio
habitar	habito
acitronar	acitrono
renegar	reniego
extremar	extremo
escatimar	escatimo
interpelar	interpelo
desdibujar	desdibujo
linear	lineo
envanecer	envanezco
facturar	facturo
territorializar	territorializo
aglutinar	aglutino
recocinar	recocino
ingeniar	ingenio
sonrosar	sonroso
alternar	alterno
derivar	derivo
resudar	resudo
chupetear	chupeteo
templar	templo
compensar	compenso
odiar	odio
acontecer	acontezco
esclarecer	esclarezco
aprestar	apresto
encasquillar	encasquillo
fechar	fecho
industrializar	industrializo
comunicar	comunico
recibir	recibo
atiesar	atieso
embrear	embreo
podrir	pudro
desembolsar	desembolso
debitar	debito
limitar	limito
conmover	conmuevo
zurrir	zurro
segmentar	segmento
adargar	adargo
difundir	difundo
agarrotar	agarroto
amaestrar	amaestro
machucar	machuco
augurar	auguro
sacralizar	sacralizo
traficar	trafico
chafar	chafo
acrecer	acrezco
deshuesar	deshueso
salinizar	salinizo
prodigar	prodigo
machacar	machaco
aguantar	aguanto
zozobrar	zozobro
hermosear	hermoseo
tejer	tejo
empatar	empato
sanear	saneo
entrecomillar	entrecomillo
cañonear	cañoneo
permitir	permito
confundir	confundo
precintar	precinto
hilar	hilo
desproveer	desproveo
charlar	charlo
grillar	grillo
encender	enciendo
deshilachar	deshilacho
desparpajar	desparpajo
realojar	realojo
lidiar	lidio
incurrir	incurro
sobreestimular	sobreestimulo
desertizar	desertizo
atenazar	atenazo
surtir	surto
palidecer	palidezco
descorchar	descorcho
desenmascarar	desenmascaro
militarizar	militarizo
santificar	santifico
acuatizar	acuatizo
deshelar	deshielo
avergonzar	avergüenzo
regentar	regento
bordar	bordo
nixtamalizar	nixtamalizo
delimitar	delimito
acorrer	acorro
inquirir	inquiero
digitar	digito
chisporrotear	chisporroteo
desemborrachar	desemborracho
rumorear	rumoreo
barajear	barajeo
insensibilizar	insensibilizo
enaltecer	enaltezco
fortalecer	fortalezco
atardecer	atardezco
tratar	trato
salar	salo
extasiar	extasío
tensionar	tensiono
desballestar	desballesto
estabiecer	estabieco
contorsionar	contorsiono
resembrar	resiembro
garantir	garanto
indizar	indizo
atreguar	atreguo
tachonar	tachono
supurar	supuro
exigir	exijo
sensibilizar	sensibilizo
diversificar	diversifico
despojar	despojo
remachar	remacho
caracterizar	caracterizo
regir	rijo
precaver	precavo
aguar	aguo
escarpar	escarpo
desentumecer	desentumezco
procesionar	procesiono
rojear	rojeo
discernir	discierno
fragilizar	fragilizo
encauzar	encauzo
avispar	avispo
impagar	impago
reconfortar	reconforto
agraciar	agracio
ondular	ondulo
cohabitar	cohabito
depender	dependo
desflorar	desfloro
desaviar	desavío
desechar	desecho
lancear	lanceo
entrechocar	entrechoco
diezmar	diezmo
antojar	antojo
encomendar	encomiendo
disciplinar	disciplino
computerizar	computerizo
editorializar	editorializo
chorear	choreo
rapiñar	rapiño
desenfrenar	desenfreno
contactar	contacto
delegar	delego
acribillar	acribillo
parar	paro
resoltar	resuelto
reintegrar	reintegro
graduar	gradúo
indexar	indexo
apadrinar	apadrino
contrademandar	contrademando
atusar	atuso
repentizar	repentizo
liar	lío
falsar	falso
guisar	guiso
surcar	surco
desamistar	desamisto
alijarar	alijaro
aborrecer	aborrezco
expatriar	expatrio
desabrochar	desabrocho
resituar	resitúo
redistribuir	redistribuo
encebollar	encebollo
desencallar	desencallo
atolondrar	atolondro
analizar	analizo
mercadear	mercadeo
desenclavar	desenclavo
descuerar	descuero
zangolotear	zangoloteo
subyugar	subyugo
encantar	encanto
sobreactuar	sobreactúo
autorreparar	autorreparo
jalear	jaleo
versear	verseo
suplir	suplo
racanear	racaneo
aterrorizar	aterrorizo
embaular	embaúlo
calafatear	calafateo
enfurecer	enfurezco
modificar	modifico
perfumar	perfumo
enjuagar	enjuago
esquematizar	esquematizo
pintarrajear	pintarrajeo
solicitar	solicito
empalidecer	empalidezco
supervalorar	supervaloro
adscribir	adscribo
despertar	despierto
ajusticiar	ajusticio
trotar	troto
trivializar	trivializo
impulsar	impulso
picotear	picoteo
fetichizar	fetichizo
arrebolar	arrebolo
adelantar	adelanto
reabastecer	reabastezco
olfatear	olfateo
aplomar	aplomo
exprimir	exprimo
realimentar	realimento
revestir	revisto
candar	cando
decidir	decido
fenecer	fenezco
hendir	hiendo
acezar	acezo
esprintar	esprinto
entreabrir	entreabro
desguazar	desguazo
desjarretar	desjarreto
trajinar	trajino
abrevar	abrevo
sofocar	sofoco
aplazar	aplazo
interrumpir	interrumpo
aminorar	aminoro
feminizar	feminizo
moldar	moldo
enseñorear	enseñoreo
arremolinar	arremolino
deslumbrar	deslumbro
colorar	coloro
rematar	remato
proclamar	proclamo
tender	tiendo
resolver	resuelvo
anchar	ancho
delinear	delineo
recalibrar	recalibro
obstar	obsto
apapachar	apapacho
conllevar	conllevo
sisear	siseo
holgazanear	holgazaneo
regazar	regazo
respirar	respiro
exhalar	exhalo
corroborar	corroboro
enmendar	enmiendo
parlamentar	parlamento
fresar	freso
reasumir	reasumo
tramitar	tramito
releer	releo
romanar	romano
deslegitimar	deslegitimo
vaporizar	vaporizo
suturar	suturo
fisionar	fisiono
sollozar	sollozo
hinchar	hincho
migar	migo
asegurar	aseguro
perdonar	perdono
cooperar	coopero
colonizar	colonizo
comisionar	comisiono
mascullar	mascullo
prorratear	prorrateo
ventilar	ventilo
wikificar	wikifico
chichar	chicho
achatar	achato
manducar	manduco
vallar	vallo
desvirtuar	desvirtúo
atragantar	atraganto
aceptar	acepto
explicitar	explicito
cellisquear	cellisqueo
hipnotizar	hipnotizo
desjudicializar	desjudicializo
masticar	mastico
obedecer	obedezco
catar	cato
maliciar	malicio
empelotar	empeloto
romanizar	romanizo
lastrar	lastro
determinar	determino
impactar	impacto
salmodiar	salmodio
recatar	recato
desconchar	desconcho
pudrir	pudro
adecentar	adecento
fanatizar	fanatizo
tañer	taño
enchilar	enchilo
regalonear	regaloneo
estampar	estampo
columbrar	columbro
colocar	coloco
divinizar	divinizo
superar	supero
reemprender	reemprendo
aplegar	apliego
tangar	tango
racionalizar	racionalizo
reemplazar	reemplazo
refutar	refuto
saciar	sacio
propender	propendo
condimentar	condimento
subir	subo
reinyectar	reinyecto
sincretizar	sincretizo
rubricar	rubrico
confirmar	confirmo
hambrear	hambreo
aplebeyar	aplebeyo
baladrar	baladro
convencer	convenzo
dormitar	dormito
agilipollar	agilipollo
puntualizar	puntualizo
avistar	avisto
promulgar	promulgo
automatizar	automatizo
ambular	ambulo
anillar	anillo
recambiar	recambio
externar	externo
inmortalizar	inmortalizo
azorar	azoro
caricaturar	caricaturo
autoeditar	autoedito
alumbrar	alumbro
refrotar	refroto
germanizar	germanizo
manuscribir	manuscribo
archivar	archivo
despedir	despido
suplementar	suplemento
reexpedir	reexpido
llegar	llego
proyectar	proyecto
antepagar	antepago
ligar	ligo
renquear	renqueo
enyesar	enyeso
constatar	constato
repisar	repiso
encajar	encajo
extralimitar	extralimito
amarillar	amarillo
gelatinizar	gelatinizo
acaparar	acaparo
compactar	compacto
destiñar	destiño
deletrear	deletreo
asentir	asiento
clavar	clavo
hipertrofiar	hipertrofio
calefaccionar	calefacciono
aquilatar	aquilato
fascinar	fascino
enfermar	enfermo
autocensurar	autocensuro
correlacionar	correlaciono
algodonar	algodono
contramandar	contramando
recortar	recorto
reflectar	reflecto
ametrallar	ametrallo
atrincherar	atrinchero
unir	uno
inculcar	inculco
sobrevendir	sobrevendo
amortiguar	amortiguo
revisionar	revisiono
sobrealzar	sobrealzo
restablecer	restablezco
vagar	vago
golpetear	golpeteo
conducir	conduzco
noticiar	noticio
progresar	progreso
agostar	agosto
cumplimentar	cumplimento
despolvar	despolvo
laicizar	laicizo
aviejar	aviejo
deslabonar	deslabono
aturrullar	aturrullo
preferir	prefiero
portar	porto
secularizar	secularizo
minimizar	minimizo
patrimonializar	patrimonializo
vaticinar	vaticino
confinar	confino
amacollar	amacollo
eviscerar	eviscero
pasteurizar	pasteurizo
carpir	carpo
dinamizar	dinamizo
virar	viro
medrar	medro
enjugar	enjugo
orar	oro
enquistar	enquisto
desbarrancar	desbarranco
tiranizar	tiranizo
rearmar	rearmo
premorir	premuero
descabellar	descabello
maridar	marido
diseccionar	disecciono
tardar	tardo
transcribir	transcribo
asturianizar	asturianizo
abanicar	abanico
hartar	harto
mayar	mayo
enchalecar	enchaleco
desclavar	desclavo
chorizar	chorizo
amojamar	amojamo
heredar	heredo
encoger	encojo
amenguar	amenguo
parchear	parcheo
revenir	revengo
abjurar	abjuro
nacer	nazco
desdeñar	desdeño
proscribir	proscribo
horrorizar	horrorizo
moderar	modero
fusilar	fusilo
testificar	testifico
digerir	digiero
azular	azulo
prensar	prenso
encalar	encalo
deslenguar	deslenguo
palar	palo
respingar	respingo
diligenciar	diligencio
despeluzar	despeluzo
musicalizar	musicalizo
escabullar	escabullo
reacondicionar	reacondiciono
palomar	palomo
amigar	amigo
chispear	chispeo
encasquetar	encasqueto
infringir	infrinjo
afinar	afino
humanar	humano
ingresar	ingreso
renguear	rengueo
espeluznar	espeluzno
desvalorizar	desvalorizo
agarbanzar	agarbanzo
arrellanar	arrellano
redirigir	redirijo
encamar	encamo
alambrar	alambro
ciberacosar	ciberacoso
amolar	amuelo
avanzar	avanzo
adaptar	adapto
rehacer	rehago
acomodar	acomodo
timar	timo
contonear	contoneo
enmarañar	enmaraño
empacar	empaco
ringar	ringo
transformar	transformo
introducir	introduzco
calcar	calco
reimprimir	reimprimo
descontrolar	descontrolo
vocear	voceo
estofar	estofo
descabalar	descabalo
acantorar	acantoro
emprender	emprendo
reimpulsar	reimpulso
peraltar	peralto
cariciar	caricio
importunar	importuno
auditar	audito
cosificar	cosifico
desaforar	desafuero
espiritualizar	espiritualizo
mugir	mujo
desalmar	desalmo
malgastar	malgasto
encunar	encuno
retirar	retiro
abaluartar	abaluarto
plantar	planto
enroscar	enrosco
cotillear	cotilleo
placar	placo
seglar	seglo
faxear	faxeo
balizar	balizo
demudar	demudo
ponderar	pondero
desvestir	desvisto
sellar	sello
gasear	gaseo
descreer	descreo
despostillar	despostillo
aturdir	aturdo
guiar	guío
dragar	drago
medir	mido
descalificar	descalifico
arrojar	arrojo
serpentear	serpenteo
pescuecear	pescueceo
tremer	tremo
incapacitar	incapacito
involucrar	involucro
formalizar	formalizo
brillar	brillo
angustiar	angustio
inseminar	insemino
reenergizar	reenergizo
empotrar	empotro
acampar	acampo
acarrear	acarreo
percatar	percato
regenerar	regenero
engarruchar	engarrucho
eyectar	eyecto
paladear	paladeo
debilitar	debilito
corporizar	corporizo
canjear	canjeo
descabalgar	descabalgo
sobrevalorar	sobrevaloro
impacientar	impaciento
desnatar	desnato
desbloquear	desbloqueo
meter	meto
multicopiar	multicopio
bailotear	bailoteo
desarreglar	desarreglo
reubicar	reubico
tusar	tuso
remozar	remozo
aluzar	aluzo
descontentar	descontento
perfilar	perfilo
malfuncionar	malfunciono
decolorar	decoloro
diptongar	diptongo
difuminar	difumino
deshabitar	deshabito
asomar	asomo
martillear	martilleo
sobrepasar	sobrepaso
jubilar	jubilo
esclerosar	escleroso
inmunizar	inmunizo
enviciar	envicio
murar	muro
escuchar	escucho
limosnear	limosneo
inspirar	inspiro
repiquetear	repiqueteo
biselar	biselo
opacar	opaco
cotizar	cotizo
retemblar	retiemblo
favorecer	favorezco
ofertar	oferto
teñir	tiño
pajarear	pajareo
derramar	derramo
destilar	destilo
abarrar	abarro
operar	opero
vosear	voseo
hozar	hozo
obispar	obispo
amotinar	amotino
manifestar	manifiesto
juntar	junto
zafar	zafo
alborozar	alborozo
rebosar	reboso
procesar	proceso
fisgonear	fisgoneo
enfervorizar	enfervorizo
irrumpir	irrumpo
amoscar	amosco
discursear	discurseo
acolchar	acolcho
zampar	zampo
autofinanciar	autofinancio
aprovisionar	aprovisiono
compatibilizar	compatibilizo
airar	aíro
detonar	detono
topear	topeo
inventariar	inventarío
sancionar	sanciono
exorbitar	exorbito
repartir	reparto
resbalar	resbalo
desendeudar	desendeudo
acusar	acuso
especular	especulo
remediar	remedio
empodrecer	empodrezco
divergir	diverjo
recargar	recargo
solapar	solapo
esforzar	esfuerzo
entelar	entelo
franelear	franeleo
infeccionar	infecciono
encolerizar	encolerizo
efectuar	efectúo
encuartelar	encuartelo
emancipar	emancipo
abastionar	abastiono
simular	simulo
bolsear	bolseo
remirar	remiro
indisciplinar	indisciplino
desconsiderar	desconsidero
becar	beco
arrogar	arrogo
clocar	clueco
macollar	macollo
rebullir	rebullo
holografiar	holografío
avecinar	avecino
reincidir	reincido
boxear	boxeo
catolizar	catolizo
demediar	demedio
encubrir	encubro
concentrar	concentro
encristalar	encristalo
subsanar	subsano
condicionar	condiciono
solucionar	soluciono
develar	develo
aerografiar	aerografío
despedazar	despedazo
revalidar	revalido
reportar	reporto
errar	yerro
guitarrear	guitarreo
seccionar	secciono
encabestrar	encabestro
imposibilitar	imposibilito
dignificar	dignifico
regimentar	regimiento
calificar	califico
empezar	empiezo
empecinar	empecino
vulnerar	vulnero
bisecar	biseco
potabilizar	potabilizo
inquietar	inquieto
encalabozar	encalabozo
colgar	cuelgo
exultar	exulto
alelar	alelo
sanitizar	sanitizo
distanciar	distancio
quebrar	quiebro
masculinizar	masculinizo
corregir	corrijo
pulsar	pulso
rezar	rezo
escoplear	escopleo
emborronar	emborrono
decantar	decanto
enflacar	enflaco
desagregar	desagrego
salpicar	salpico
aureolar	aureolo
regatear	regateo
optimizar	optimizo
planificar	planifico
reformatear	reformateo
incidir	incido
afianzar	afianzo
eligir	elijo
desalentar	desaliento
desvainar	desvaino
tronchar	troncho
acuciar	acucio
trabucar	trabuco
restringir	restrinjo
soñar	sueño
retrogradar	retrogrado
quemar	quemo
despechugar	despechugo
capacitar	capacito
reconciliar	reconcilio
comprar	compro
cariar	carío
radicalizar	radicalizo
añorar	añoro
prorrumpir	prorrumpo
asalariar	asalario
remezclar	remezclo
rebasar	rebaso
sablear	sableo
tincar	tinco
autoanular	autoanulo
debelar	debelo
xerocopiar	xerocopio
escobar	escobo
engatar	engato
olear	oleo
comenzar	comienzo
desescalar	desescalo
maullar	maúllo
converger	converjo
concebir	concibo
despatarrar	despatarro
metodizar	metodizo
entorpecer	entorpezco
avizorar	avizoro
trincar	trinco
congestionar	congestiono
contrarrestar	contrarresto
embanderar	embandero
derogar	derogo
totalizar	totalizo
morigerar	morigero
soler	suelo
realinear	realíneo
encausar	encauso
migrar	migro
adelgazar	adelgazo
dispersar	disperso
convergir	converjo
erigir	erijo
retractar	retracto
copatrocinar	copatrocino
fosforescer	fosforesco
desatender	desatiendo
reentrar	reentro
desasistir	desasisto
librar	libro
reprogramar	reprogramo
atosigar	atosigo
brutalizar	brutalizo
amortizar	amortizo
amorrar	amorro
resondrar	resondro
festinar	festino
recapturar	recapturo
recontar	recuento
destejer	destejo
atesar	atieso
reprehender	reprehendo
ladrar	ladro
empañar	empaño
enramar	enramo
rediseñar	rediseño
concienciar	conciencio
entremeter	entremeto
infestar	infesto
arrugar	arrugo
eliminar	elimino
vender	vendo
tajar	tajo
gobernar	gobierno
traquetear	traqueteo
existir	existo
guillotinar	guillotino
rusificar	rusifico
bajar	bajo
oxidar	oxido
compadrear	compadreo
destocar	destoco
culminar	culmino
represar	represo
enterar	entero
hidrolizar	hidrolizo
empecer	empezco
pertrechar	pertrecho
demeritar	demerito
examinar	examino
desmantelar	desmantelo
aporrear	aporreo
guadañar	guadaño
utilizar	utilizo
gratificar	gratifico
enmohecer	enmohezco
leer	leo
fastidiar	fastidio
multiplicar	multiplico
formar	formo
dulcificar	dulcifico
internalizar	internalizo
idolatrar	idolatro
pensar	pienso
aprender	aprendo
voltear	volteo
callar	callo
tramar	tramo
alimentar	alimento
marrar	marro
vulgarizar	vulgarizo
sublevar	sublevo
caracolear	caracoleo
culiar	culeo
bramar	bramo
usufructuar	usufructúo
sobresaltar	sobresalto
esposar	esposo
desmovilizar	desmovilizo
pactar	pacto
certificar	certifico
enloquecer	enloquezco
rayar	rayo
evadir	evado
forzar	fuerzo
derribar	derribo
comandar	comando
yapar	yapo
emponzoñar	emponzoño
excrementar	excremento
parir	paro
reforzar	refuerzo
gilipollear	gilipolleo
enderezar	enderezo
desajustar	desajusto
retrasar	retraso
coincidir	coincido
engominar	engomino
mimetizar	mimetizo
repostar	reposto
espiar	espío
encrespar	encrespo
abatojar	abatojo
menstruar	menstrúo
penitenciar	penitencio
clausurar	clausuro
vanagloriar	vanaglorio
principiar	principio
administrar	administro
desentrañar	desentraño
alocar	aloco
evolucionar	evoluciono
repatear	repateo
hormiguear	hormigueo
motorizar	motorizo
tergiversar	tergiverso
apropiar	apropio
turquear	turqueo
desorientar	desoriento
suplicar	suplico
cachondear	cachondeo
zancajear	zancajeo
desmentir	desmiento
heder	hiedo
opugnar	opugno
centuplicar	centuplico
preñar	preño
lesionar	lesiono
fundar	fundo
desencantar	desencanto
tundir	tundo
competir	compito
lonchear	loncheo
compendiar	compendio
reusar	reuso
croar	croo
anular	anulo
desatornillar	desatornillo
apanar	apano
perder	pierdo
escuadrar	escuadro
interconectar	interconecto
abadernar	abaderno
pelar	pelo
sajar	sajo
acidificar	acidifico
cristianar	cristiano
infiltrar	infiltro
ovular	ovulo
amanerar	amanero
pivotear	pivoteo
recristalizar	recristalizo
tunear	tuneo
desensimismar	desensimismo
rotular	rotulo
escuadronar	escuadrono
postergar	postergo
remoldear	remoldeo
cablear	cableo
despechar	despecho
sobrepujar	sobrepujo
bostezar	bostezo
ronzar	ronzo
reelaborar	reelaboro
entristecer	entristezco
aguzar	aguzo
gandujar	gandujo
ahondar	ahondo
levantar	levanto
erosionar	erosiono
descoordinar	descoordino
pendejear	pendejeo
reir	río
renegociar	renegocio
atar	ato
aborregar	aborrego
evitar	evito
acariciar	acaricio
disputar	disputo
interpenetrar	interpenetro
regular	regulo
prescindir	prescindo
sentir	siento
imprimir	imprimo
lanzar	lanzo
sembrar	siembro
merecer	merezco
clorar	cloro
amilanar	amilano
trasmudar	trasmudo
patinar	patino
plasmar	plasmo
guachapear	guachapeo
desmadrar	desmadro
piquetear	piqueteo
despelotar	despeloto
reclutar	recluto
emulsionar	emulsiono
desdecir	desdigo
eternizar	eternizo
obstinar	obstino
tormentar	tormento
reimplantar	reimplanto
cargar	cargo
desdoblar	desdoblo
comercializar	comercializo
encuadrar	encuadro
marginar	margino
sermonear	sermoneo
coaccionar	coacciono
empajar	empajo
golear	goleo
descuartizar	descuartizo
atontar	atonto
revalorar	revaloro
italianizar	italianizo
redar	redo
hocicar	hocico
economizar	economizo
mascujar	mascujo
justar	justo
balbucear	balbuceo
extenuar	extenúo
discontinuar	discontinúo
transfigurar	transfiguro
reencontrar	reencuentro
arietar	arieto
pigmentar	pigmento
empinar	empino
ralentizar	ralentizo
posesionar	posesiono
mandrilar	mandrilo
varear	vareo
intelectualizar	intelectualizo
enlutar	enluto
tabletear	tableteo
florecer	florezco
escenificar	escenifico
renunciar	renuncio
enchufar	enchufo
sonsacar	sonsaco
cornear	corneo
asolar	asuelo
alborotar	alboroto
telegrafiar	telegrafío
repostular	repostulo
testiguar	testiguo
cuidar	cuido
alechugar	alechugo
titilar	titilo
interferir	interfiero
refigurar	refiguro
recriminar	recrimino
empanar	empano
tantear	tanteo
desplacer	desplazco
obsequiar	obsequio
copiar	copio
empantanar	empantano
fatigar	fatigo
buscar	busco
masturbar	masturbo
compadecer	compadezco
desenredar	desenredo
revelar	revelo
defecar	defeco
descriminalizar	descriminalizo
designar	designo
referenciar	referencio
endeudar	endeudo
vacacionar	vacaciono
cachetear	cacheteo
pillar	pillo
erguir	yergo
escarbar	escarbo
aquejar	aquejo
explanar	explano
apisonar	apisono
doblegar	doblego
crispar	crispo
defender	defiendo
agravar	agravo
adherir	adhiero
iniciar	inicio
enserar	ensero
aprontar	apronto
efectivizar	efectivizo
misar	miso
perquirir	perquiero
claudicar	claudico
remorder	remuerdo
retornar	retorno
resacar	resaco
fabular	fabulo
expurgar	expurgo
ajuntar	ajunto
tomar	tomo
reestructurar	reestructuro
desconvocar	desconvoco
quebrantar	quebranto
infamar	infamo
apuñalar	apuñalo
malentender	malentiendo
azucarar	azucaro
ennoblecer	ennoblezco
ocasionar	ocasiono
menudear	menudeo
bosquejar	bosquejo
engalanar	engalano
aportar	aporto
hostigar	hostigo
emboscar	embosco
bichar	bicho
desbaratar	desbarato
pesquisar	pesquiso
azuzar	azuzo
aberrar	aberro
ludir	ludo
amacizar	amacizo
trasladar	traslado
enlucir	enluzco
fallar	fallo
reunir	reúno
contender	contiendo
escavar	escavo
estebar	estebo
medicinar	medicino
destellar	destello
escudar	escudo
malversar	malverso
embridar	embrido
metabolizar	metabolizo
urgir	urjo
encelar	encelo
signar	signo
corresponder	correspondo
cansar	canso
driblar	driblo
ladrillar	ladrillo
encarar	encaro
tintinear	tintineo
autoengañar	autoengaño
sobrecoger	sobrecojo
desvirgar	desvirgo
cosechar	cosecho
alarmar	alarmo
refundir	refundo
mostrar	muestro
resignar	resigno
pacer	pazco
poblar	pueblo
laxar	laxo
amedrentar	amedrento
subyacer	subyazco
prologar	prologo
acequiar	acequio
verberar	verbero
interactuar	interactúo
parafrasear	parafraseo
brumar	brumo
macular	maculo
amistar	amisto
desperezar	desperezo
afeminar	afemino
dirigir	dirijo
ritualizar	ritualizo
cardar	cardo
vivar	vivo
destacar	destaco
rebrillar	rebrillo
englosar	engloso
disculpar	disculpo
congraciar	congracio
mentorizar	mentorizo
carburar	carburo
perjudicar	perjudico
desarropar	desarropo
ilegalizar	ilegalizo
inutilizar	inutilizo
levigar	levigo
repasar	repaso
presurizar	presurizo
gorrear	gorreo
diagnosticar	diagnostico
funcionar	funciono
sondar	sondo
pipar	pipo
pisar	piso
amoratar	amorato
arrebozar	arrebozo
coludir	coludo
recalcular	recalculo
rascar	rasco
carburizar	carburizo
arredrar	arredro
espolvear	espolveo
reformar	reformo
equiparar	equiparo
señalizar	señalizo
obscurecer	obscurezco
seducir	seduzco
terraplenar	terrapleno
taquear	taqueo
enronquecer	enronquezco
descarriar	descarrío
ofrendar	ofrendo
espolear	espoleo
descontaminar	descontamino
helenizar	helenizo
abultar	abulto
sustentar	sustento
excavar	excavo
contrabalancear	contrabalanceo
convalecer	convalezco
discriminar	discrimino
enraizar	enraízo
enturbiar	enturbio
extirpar	extirpo
revisar	reviso
peer	peo
catapultar	catapulto
desabrir	desabro
suministrar	suministro
plebiscitar	plebiscito
sobrellevar	sobrellevo
retomar	retomo
stalkear	stalkeo
entrañar	entraño
jorobar	jorobo
uniformizar	uniformizo
florear	floreo
asfixiar	asfixio
subestimar	subestimo
amaitinar	amaitino
guerrear	guerreo
encuestar	encuesto
escenografiar	escenografío
amedrantar	amedranto
fondear	fondeo
entresacar	entresaco
matrimoniar	matrimonio
descomedir	descomido
reorganizar	reorganizo
sistemar	sistemo
empollar	empollo
evaporar	evaporo
protestar	protesto
trasnochar	trasnocho
circunstanciar	circunstancio
endomingar	endomingo
coordinar	coordino
instar	insto
estilizar	estilizo
maravillar	maravillo
abarloar	abarloo
desvelar	desvelo
deconstruir	deconstruyo
empobrecer	empobrezco
recuadrar	recuadro
